,P0,AB,P1,ABa,ABp,EMS,P2,ABal,ABar,ABpl,ABpr,MS,E,C,P3,ABalx,ABarx,ABplx,ABprx,MSx,Ex,Cx,D,P4,1-cell,2-cell,4-cell,8-cell,16-cell
F35G12.12,178.35,115.872,145.834,89.444,78.974,72.94,198.052,80.678,12.63,5.198,12.252,59.1825,174.31,48.508,131.334,8.829,12.77,1.001818182,11.46166667,4.5825,25.884,19.68727273,194.7483333,148.92,178.35,130.853,109.8525,65.67384615,33.13877778
F35G12.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G12.2,239.158,213.69,183.718,290.046,227.646,283.53,193.772,367.878,399.416,324.148,366.802,166.345,353.686,180.46,184.99,419.811,378.015,271.1081818,307.0616667,299.4241667,337.838,466.1236364,165.3083333,215.675,239.158,198.704,248.7485,296.2123077,330.955
F35G12.4,51.534,95.698,57.096,92.586,73.628,111.406,103.448,128.93,69.582,78.938,153.656,80.27,53.224,56.674,59.918,120.132,116.1383333,65.44909091,189.5891667,21.11583333,37.687,177.7509091,4.891666667,241.4516667,51.534,76.397,95.267,85.27410256,107.2618889
F35G12.5,33.194,29.338,15.078,10.982,18.866,22.592,21.67,0,2.854,0,0.652,0,3.312,25.204,53.228,0.291,0,1.242727273,5.490833333,0,0.711,9.522727273,0.145,8.363333333,33.194,22.208,18.5275,10.92948718,2.726444444
F35G12.7,115.946,96.738,76.646,100.492,95.398,103.688,79.246,94.604,97.236,124.908,137.534,81.255,142.734,156.908,40.588,40.388,60.395,68.82727273,63.0825,73.60416667,13.428,57.76545455,135.2983333,93.1,115.946,86.692,94.706,110.194359,62.95611111
F35G2.1,314.108,323.894,317.848,124.216,229.532,244.59,322.68,34.456,77.182,55.02,32.686,65.905,41.748,151.94,415.09,32.445,20.39,45.12272727,109.2416667,25.33416667,22.012,14.44545455,428.2116667,330.815,314.108,320.871,230.2545,110.3648718,84.59522222
F35G2.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.2,131.416,60.864,123.766,144.652,136.316,115.9,124.452,153.682,8.232,47.606,97.138,37.4475,75.34,183.192,321.802,1.451,66.63083333,128.9254545,79.56,0.666666667,210.577,103.87,0.266666667,24.13333333,131.416,92.315,130.33,117.5576923,73.21911111
F35G2.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.3,54.38,39.818,29.054,14.856,11.514,40.144,11.666,117.978,104.404,119.446,64.99,7.83,35.554,55.082,1.058,346.842,308.4433333,322.9627273,468.7233333,291.485,377.94,513.5290909,4.273333333,0.276666667,54.38,34.436,19.545,64.71487179,325.5594444
F35G2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35G8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473333333,0,0,0,0,0,0,0,0,0,0.063111111
F35H10.10,5.768,1.838,9.266,3.144,10.254,11.73,16.556,0,2.338,0,0,10.64,2.808,13.372,0,0,0.013333333,0,2.645833333,0,0,0.351818182,2.585,0,5.768,5.552,10.421,3.465384615,0.569888889
F35H10.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H10.2,0,0,1.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0,0,0
F35H10.3,0.65,0,1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284166667,0,0,0,0,0,0,0,0.65,0.732,0,0,0.037888889
F35H10.5,82.536,49.068,49.364,58.804,71.396,37.004,39.322,93.03,87.17,24.196,101.764,41.8925,108.014,146.466,57.566,69.991,83.00333333,27.28363636,107.5725,74.73833333,26.979,130.5390909,52.635,108.365,82.536,49.216,51.6315,83.55384615,76.17244444
F35H10.6,127.486,80.076,100.652,88.15,168.58,67.356,82.098,132.11,253.764,71.054,171.366,162.3325,165.384,100.584,155.408,18.294,73.4875,44.23090909,110.3116667,144.38,74.563,126.5554545,110.1,70.89,127.486,90.364,101.546,151.2225641,87.01455556
F35H10.7,82.36,80.736,78.17,58.642,57.378,57.836,98.952,44.21,2.182,26.602,2.124,38.675,23.202,25.298,34.272,4.461,9.446666667,0.333636364,0,0.098333333,0.074,1.166363636,197.4116667,116.3883333,82.36,79.453,68.202,24.20897436,22.87988889
F35H12.1,0,0,0,0,0,0,0,0,3.548,0,0,0,0,0,0,0.066,12.95666667,0.58,0,0.745,0.674,0,0,0,0,0,0,0.454871795,1.98
F35H12.4,35.774,22.292,57.9,56.718,33.254,7.428,44.45,24.964,56.276,14.29,10.176,3.24,26.956,2.81,21.36,9.019,13.85416667,1.505454545,0.028333333,2.441666667,0,9.362727273,1.408333333,15.41,35.774,40.096,35.4625,20.43897436,5.628222222
F35H12.5,13.4,8.692,26.734,2.898,14.164,1.344,17.634,31.216,51.1,16.43,0,0,0,8.94,0,2.05,72.82916667,23.46454545,18.4875,0.085833333,4.202,1.318181818,0.15,0.253333333,13.4,17.713,9.01,13.80589744,15.93755556
F35H12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H8.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H8.2,0,0,0.134,0,0,2.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.5085,0,0
F35H8.4,32.17,8.526,9.616,26.418,25.792,16.75,21.694,0,20.684,14.65,3.554,0,0,3.76,0,11.22,0,0,7.4575,6.655,8.284,1.359090909,0,0,32.17,9.071,22.6635,5.467692308,4.214888889
F35H8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35H8.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36A2.10,0,0,0,0,0,0,0,0,0.338,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.113846154,0.015333333
F36A2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36A2.12,0,0,0,0,0,0,0,0,9.72,0,0,60.7175,0,0,0,0,0,5.229090909,0,0,0,0,0,0,0,0,0,7.473589744,0.639111111
F36A2.13,49.114,59.212,47.816,77.616,63.722,66.642,43.822,77.57,67.47,67.388,74.364,84.915,65.78,39.326,35.518,60.912,109.2291667,87.92636364,58.93833333,88.415,59.882,39.33818182,31.67833333,55.10833333,49.114,53.514,62.9505,63.50615385,68.97288889
F36A2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36A2.2,58.896,58.386,52.564,65.524,50.508,31.726,53.252,17,65.704,74.634,21.084,158.4725,120.754,53.294,19.166,70.588,93.64916667,32.8,74.56583333,57.0425,57.096,50.94272727,257.755,3.215,58.896,55.475,50.2525,63.89923077,71.85466667
F36A2.3,3.878,3.634,2.872,4.75,2.262,2.058,4.056,1.302,6.322,22.614,4.01,7.345,2.382,3.354,8.924,5.757,3.105,3.411818182,3.56,5.27,233.338,1.925454545,18,1.215,3.878,3.253,3.2815,7.023589744,30.09077778
F36A2.7,199.704,195.726,313.574,308.066,239.114,232.302,295.196,373.37,343.114,367.3,511.792,461.18,464.532,314.744,514.968,398.812,414.7891667,399.63,589.4191667,602.3908333,480.29,837.5518182,833.8116667,399.665,199.704,254.65,268.6695,417.7902564,545.3341111
F36A2.9,172.32,182.666,113.038,125.468,146.546,135.218,136.04,43.406,105.59,128.382,28.09,5.4375,109.658,158.878,310.464,40.363,14.69083333,56.85454545,24.48333333,1.135833333,44.841,27.16636364,18.785,166.57,172.32,147.852,135.818,113.9510256,37.468
F36A4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36A4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36A4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36A4.3,0,0,0,0,0,29.634,0,0,0,0.274,0,0,0,0,0,0,0,0.144545455,0,0,0,0,0,0,0,0,7.4085,0.035128205,0.017666667
F36A4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0.54
F36A4.5,0,0,0,0,15.294,0,0,0,2.976,32.346,23.828,0,17.306,0,0,18.821,4.675833333,1.129090909,3.994166667,7.730833333,0,12.03636364,0,0,0,0,3.8235,9.802051282,5.887111111
F36A4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.1,14.532,17.334,19.122,23.81,31.628,11.662,9.964,5.344,18.332,21.74,0,8.07,8.022,9.418,56.256,10.9,0.985,3.040909091,0,2.834166667,4.221,0.156363636,88.135,49.455,14.532,18.228,19.266,16.09846154,11.75277778
F36D1.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.033
F36D1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905,0,0,0,0,0,0,0,0,0,0,0,0,0.100555556
F36D1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049166667,0,0.055833333,0,0,0,0,0,0,0,0,0,0.014
F36D1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D1.9,9.966,12.302,9.608,8.952,33.944,1.386,16.482,8.744,0.842,0,6.182,36.52,36.244,80.18,19.75,32.407,0.903333333,24.09181818,15.8,0,0.137,0.266363636,0,11.78166667,9.966,10.955,15.191,23.22538462,9.605666667
F36D3.1,49.97,66.048,45.314,77.382,57.316,106.778,74.714,28.542,79.668,82.578,61.816,23.665,53.944,168.084,121.464,34.402,112.4808333,117.64,151.7691667,38.57166667,19.287,78.65454545,162.1216667,127.8533333,49.97,55.681,79.0475,78.84974359,89.66488889
F36D3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.819,0,0,0,0.148333333,0,0,0,0,0,0,0,0,1.333
F36D3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.013888889
F36D3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.022727273,0,0,0,0,0,0,0.006777778
F36D4.1,2.818,0.488,3.164,1.698,2.116,2.036,2.174,1.538,3.868,10.554,1.242,0.565,0,1.092,0.244,1.346,0.984166667,1.775454545,0,9.579166667,1.813,0.818181818,3.183333333,0.438333333,2.818,1.826,2.006,2.434615385,2.317888889
F36D4.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0025,0,0,0,0,0,0,0,0,0.267
F36D4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D4.2,69.848,27.426,14.61,17.9,60.98,46.02,58.822,79.936,0,0,38.902,0,0,48.604,2.184,9.223,0.275,0.437272727,56.38416667,32.54166667,7.395,0.905454545,35.74666667,3.291666667,69.848,21.018,45.9305,21.74692308,16.50655556
F36D4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D4.5,206.506,165.434,183.776,195.128,198.888,143.77,110.318,78.57,139.774,120.072,55.892,56.7175,79.176,64.152,205.97,97.118,34.38166667,42.87818182,89.45916667,22.10666667,37.83,23.32818182,28.24833333,247.7083333,206.506,174.605,162.026,101.1512821,60.94288889
F36D4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D4.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36D4.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36F12.1,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0,0,0,0.556666667,0,0.132,0,0,0,0.040777778
F36F12.2,0,0,0,0,0,0,0,3.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490512821,0
F36F12.3,0,0,0,0,19.988,0,0,0,0,0,0,22.4,44.124,12.128,0,34.381,0,0,0.131666667,0.231666667,0,0,0,0,0,0,4.997,9.509230769,3.868555556
F36F12.4,0,0,0,0,31.346,0,0,0,0.208,0,0.166,161.565,187.45,21.486,0.538,65.41,4.53,0.965454545,0,0.764166667,0.326,60.38454545,0,0,0,0,7.8365,43.47435897,15.50822222
F36F12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091666667,0,0,0,0,0,0.072777778
F36F2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36F2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36F2.2,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.192,0,0,0,0,0,0,0,0,0.138,0,0,0,0.354666667
F36F2.7,4.938,0.368,1.644,0.12,0,0,0,0,0,0,8.442,0,0,0,0,0,0,0,0,0,0,0,0,0,4.938,1.006,0.03,1.082307692,0
F36F2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36G3.1,4.066,2.72,0.5,0,1.442,0,0.968,0,0.172,0,0,0,0,0.04,3.726,0,0,0,0.036666667,0,7.448,0,18.28833333,0,4.066,1.61,0.6025,0.504871795,2.051666667
F36G3.2,11.196,22.074,14.166,34.346,13.65,14.628,0.946,3.668,26.024,48.936,52.868,6.32,56.046,1.936,0,0,46.98916667,0.801818182,1.090833333,11.27583333,84.783,13.78818182,0,0,11.196,18.12,15.8925,24.94025641,19.11766667
F36G3.3,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,5.646666667,0,0,12.29666667,0.48,0,0,0,0.104,0,0,0.037179487,2.445777778
F36G3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36G3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36G9.13,0,0,0,0,0,0,0,0,0,0,0,7.45,2.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072564103,0
F36G9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36G9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36G9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36G9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36G9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36G9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H1.3,0,0,0,0,0,0,0,0,0,0,0,3.285,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0.349487179,0
F36H12.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H12.17,0,0.202,0.562,0,0,0,0,0,0,20.628,0,0,0.838,0,0,0,0,0,0,0.7,0,0,0,0,0,0.382,0,2.752051282,0.093333333
F36H12.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H12.2,26.406,14.584,19.928,14.712,26.092,2.322,9.214,0.154,16.836,16.004,23.148,7.5425,0,0,0.112,0,0,0,0,0,0,0,0,0,26.406,17.256,13.085,7.985641026,0
F36H12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.441666667,0.068181818,0,0,0,0,0,0,0,0,0,0,0.078333333
F36H12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H12.5,0,0,0,0,17.276,15.202,0,0,3.55,0,0,0,0,0,0,0,20.6175,12.76,0.07,0,0,0,0,0,0,0,8.1195,0.455128205,4.317888889
F36H12.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H12.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H2.2,295.968,343.868,276.536,307.89,456.87,459.184,357.526,355.8,449.51,578.034,237.456,277.2825,454.172,414.82,285.28,498.503,456.0916667,389.8327273,321.0908333,221.0225,97.512,320.2772727,83.79166667,320.1833333,295.968,310.202,395.3675,384.2176923,313.0407778
F36H2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178333333,0.025454545,0,0,0,0,0,0,0,0,0,0,0.026888889
F36H2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H5.10,0,0,0,0,0,0,0,0.344,0,0,1.79,11.665,55.248,52.29,0,70.999,80.89583333,0.243636364,29.41,83.915,6.801,24.73727273,0,0,0,0,0,15.25692308,37.59377778
F36H5.4,3.248,0.918,0.114,0,0,5.484,0,0,0,0,17.358,0,0,12.794,0.128,61.973,43.11833333,23.42636364,24.56,11.69,39.947,4.536363636,0,0,3.248,0.516,1.371,3.882051282,25.32455556
F36H5.8,0,0,0,0,3.954,0,0,38.778,84.574,1.058,33.996,0.525,0,0,0,61.742,66.76333333,38.80090909,81.84916667,21.78666667,46.976,5.855454545,0.036666667,0.076666667,0,0,0.9885,20.36230769,40.26522222
F36H5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.794,0,0,0,0,0,3.876363636,0,0,0,0,0,0,2.117555556
F36H9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045,0,0,0,0,0,0,0,0,0,0,0,0,0.116111111
F36H9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36H9.5,0.336,0,0,0,0,0,0,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0.086666667,0
F36H9.7,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,4.675454545,1.803333333,0,1.801,35.42909091,0,0,0,0.315,0,0,5.372777778
F36H9.8,0,0,0,0,0,0,0,0,4.882,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.625897436,0.016
F37A4.1,167.418,185.622,241.998,86.706,89.394,157.356,206.032,0.672,7.82,1.79,0,80.9675,38.694,90.32,255.94,0.036,0.765,14.56,21.54583333,15.17416667,27.359,24.32,55.36333333,445.8983333,167.418,213.81,134.872,58.97564103,46.21133333
F37A4.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F37A4.2,309.702,254.41,300.902,356.664,370.504,302.398,276.802,338.748,422.544,374.62,484.208,479.5,391.53,355.452,449.53,652.683,266.5258333,260.0536364,287.5966667,184.2333333,318.901,250.3381818,816.915,430.6533333,309.702,277.656,326.592,410.2861538,351.9536667
F37A4.3,7.23,1.592,2.758,3.408,2.196,1.948,1.396,1.898,5.234,2.658,6.186,4.56,2.202,2.73,1.472,0.653,3.4425,2.086363636,5.676666667,0.32,4.32,0.295454545,2.656666667,1.548333333,7.23,2.175,2.237,3.336923077,2.382555556
F37A4.4,0,0,0,0,0,0,0,0.022,0.032,13.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733076923,0
F37A4.5,0,0,0,0,0,0,0,0,1.292,0.096,11.254,0,0,0,0,17.621,3.1125,0.56,14.15666667,0.1975,0.227,7.296363636,0,0,0,0,0,1.620769231,5.272222222
F37A4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F37A4.t1,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167948718,0
F37A8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0.037692308,0
